 (HEAD -> develop, origin/develop) : e417ca41570b1940578739a02328f4fff2dd2fd6
Tests/Unit/neg/test00c.hs, 0.6223, True
Tests/Unit/neg/test00b.hs, 0.6656, True
Tests/Unit/neg/test00a.hs, 0.6724, True
Tests/Unit/neg/test00.hs, 0.7035, True
Tests/Unit/neg/TermReal.hs, 0.6362, True
Tests/Unit/neg/TerminationNum0.hs, 0.6590, True
Tests/Unit/neg/TerminationNum.hs, 0.6480, True
Tests/Unit/neg/T745.hs, 0.6150, True
Tests/Unit/neg/T743.hs, 0.6712, True
Tests/Unit/neg/T743-mini.hs, 0.6354, True
Tests/Unit/neg/T602.hs, 0.6204, True
Tests/Unit/neg/sumPoly.hs, 0.6561, True
Tests/Unit/neg/sumk.hs, 0.6639, True
Tests/Unit/neg/Sum.hs, 0.6643, True
Tests/Unit/neg/Strings.hs, 0.6092, True
Tests/Unit/neg/string00.hs, 0.6744, True
Tests/Unit/neg/StrictPair1.hs, 0.8305, True
Tests/Unit/neg/StrictPair0.hs, 0.6231, True
Tests/Unit/neg/StreamInvariants.hs, 0.6281, True
Tests/Unit/neg/Strata.hs, 0.6163, True
Tests/Unit/neg/StateConstraints00.hs, 0.6408, True
Tests/Unit/neg/StateConstraints0.hs, 14.2036, True
Tests/Unit/neg/StateConstraints.hs, 1.0356, True
Tests/Unit/neg/state00.hs, 0.6408, True
Tests/Unit/neg/state0.hs, 0.6300, True
Tests/Unit/neg/stacks.hs, 0.8483, True
Tests/Unit/neg/Solver.hs, 1.0715, True
Tests/Unit/neg/SafePartialFunctions.hs, 0.6657, True
Tests/Unit/neg/risers.hs, 0.6635, True
Tests/Unit/neg/RG.hs, 0.8228, True
Tests/Unit/neg/revshape.hs, 0.6545, True
Tests/Unit/neg/RecSelector.hs, 0.6122, True
Tests/Unit/neg/RecQSort.hs, 0.7797, True
Tests/Unit/neg/record0.hs, 0.6314, True
Tests/Unit/neg/range.hs, 0.9437, True
Tests/Unit/neg/qsloop.hs, 0.7779, True
Tests/Unit/neg/QQTySyn2.hs, 2.7267, True
Tests/Unit/neg/QQTySyn1.hs, 2.7485, True
Tests/Unit/neg/QQTySig.hs, 2.6900, True
Tests/Unit/neg/prune0.hs, 0.6752, True
Tests/Unit/neg/Propability0.hs, 0.6550, True
Tests/Unit/neg/Propability.hs, 0.7525, True
Tests/Unit/neg/pred.hs, 0.5654, True
Tests/Unit/neg/pragma0-unsafe.hs, 0.6084, True
Tests/Unit/neg/poslist.hs, 0.7667, True
Tests/Unit/neg/polypred.hs, 0.6621, True
Tests/Unit/neg/poly2.hs, 0.6816, True
Tests/Unit/neg/poly2-degenerate.hs, 0.6855, True
Tests/Unit/neg/poly1.hs, 0.7036, True
Tests/Unit/neg/poly0.hs, 0.6949, True
Tests/Unit/neg/partial.hs, 0.6429, True
Tests/Unit/neg/pargs1.hs, 0.6171, True
Tests/Unit/neg/pargs.hs, 0.6034, True
Tests/Unit/neg/PairMeasure.hs, 0.6035, True
Tests/Unit/neg/pair0.hs, 1.1350, True
Tests/Unit/neg/pair.hs, 1.1526, True
Tests/Unit/neg/NoMethodBindingError.hs, 0.6301, True
Tests/Unit/neg/NoExhaustiveGuardsError.hs, 0.6286, True
Tests/Unit/neg/nestedRecursion.hs, 0.6380, True
Tests/Unit/neg/MultipleInvariants.hs, 0.6395, True
Tests/Unit/neg/MultiParamTypeClasses.hs, 0.6318, True
Tests/Unit/neg/multi-pred-app-00.hs, 0.6381, True
Tests/Unit/neg/mr00.hs, 0.7202, True
Tests/Unit/neg/monad7.hs, 0.8047, True
Tests/Unit/neg/monad6.hs, 0.6815, True
Tests/Unit/neg/monad5.hs, 0.6950, True
Tests/Unit/neg/monad4.hs, 0.7310, True
Tests/Unit/neg/monad3.hs, 0.7056, True
Tests/Unit/neg/MergeSort.hs, 1.0191, True
Tests/Unit/neg/MeasureDups.hs, 0.7080, True
Tests/Unit/neg/MeasureContains.hs, 0.7011, True
Tests/Unit/neg/meas9.hs, 0.6469, True
Tests/Unit/neg/meas7.hs, 0.6569, True
Tests/Unit/neg/meas5.hs, 1.0224, True
Tests/Unit/neg/meas3.hs, 0.6870, True
Tests/Unit/neg/meas2.hs, 0.6834, True
Tests/Unit/neg/meas0.hs, 0.6870, True
Tests/Unit/neg/maps.hs, 0.6941, True
Tests/Unit/neg/mapreduce.hs, 1.6220, True
Tests/Unit/neg/mapreduce-tiny.hs, 0.6900, True
Tests/Unit/neg/LocalSpec.hs, 0.6701, True
Tests/Unit/neg/lit.hs, 0.6244, True
Tests/Unit/neg/ListRange.hs, 0.7333, True
Tests/Unit/neg/ListQSort.hs, 0.9682, True
Tests/Unit/neg/listne.hs, 0.6137, True
Tests/Unit/neg/ListMSort.hs, 1.3295, True
Tests/Unit/neg/ListKeys.hs, 0.6566, True
Tests/Unit/neg/ListISort.hs, 0.9967, True
Tests/Unit/neg/ListISort-LType.hs, 0.7870, True
Tests/Unit/neg/ListElem.hs, 0.6367, True
Tests/Unit/neg/ListConcat.hs, 0.6557, True
Tests/Unit/neg/list00.hs, 0.6849, True
Tests/Unit/neg/LiquidClass1.hs, 0.6359, True
Tests/Unit/neg/LiquidClass.hs, 0.6407, True
Tests/Unit/neg/LazyWhere1.hs, 0.6684, True
Tests/Unit/neg/LazyWhere.hs, 0.6540, True
Tests/Unit/neg/inc2.hs, 0.6307, True
Tests/Unit/neg/HolesTop.hs, 0.6492, True
Tests/Unit/neg/HigherOrder.hs, 0.6105, True
Tests/Unit/neg/HasElem.hs, 0.6470, True
Tests/Unit/neg/grty3.hs, 0.6118, True
Tests/Unit/neg/grty2.hs, 0.6776, True
Tests/Unit/neg/grty1.hs, 0.6868, True
Tests/Unit/neg/grty0.hs, 0.6247, True
Tests/Unit/neg/Gradual.hs, 0.6177, True
Tests/Unit/neg/GeneralizedTermination.hs, 0.6690, True
Tests/Unit/neg/GADTs.hs, 0.5974, True
Tests/Unit/neg/FunSoundness.hs, 0.6078, True
Tests/Unit/neg/FunctionRef.hs, 0.6250, True
Tests/Unit/neg/foldN1.hs, 0.6468, True
Tests/Unit/neg/foldN.hs, 0.6547, True
Tests/Unit/neg/filterAbs.hs, 0.7577, True
Tests/Unit/neg/ex1-unsafe.hs, 0.6921, True
Tests/Unit/neg/ex0-unsafe.hs, 0.6896, True
Tests/Unit/neg/Even.hs, 0.6379, True
Tests/Unit/neg/Eval.hs, 0.7634, True
Tests/Unit/neg/errorloc.hs, 0.6480, True
Tests/Unit/neg/errmsg.hs, 0.6934, True
Tests/Unit/neg/elim000.hs, 0.6488, True
Tests/Unit/neg/elim-ex-map-3.hs, 2.7642, True
Tests/Unit/neg/elim-ex-map-2.hs, 2.7735, True
Tests/Unit/neg/elim-ex-map-1.hs, 2.7532, True
Tests/Unit/neg/elim-ex-list.hs, 2.6149, True
Tests/Unit/neg/elim-ex-let.hs, 2.6111, True
Tests/Unit/neg/elim-ex-compose.hs, 0.7204, True
Tests/Unit/neg/deptupW.hs, 0.7020, True
Tests/Unit/neg/deppair0.hs, 0.6935, True
Tests/Unit/neg/DependentTypes.hs, 0.6797, True
Tests/Unit/neg/datacon-eq.hs, 0.6114, True
Tests/Unit/neg/csv.hs, 1.1686, True
Tests/Unit/neg/coretologic.hs, 0.6660, True
Tests/Unit/neg/contra0.hs, 0.6678, True
Tests/Unit/neg/ConstraintsAppend.hs, 1.1031, True
Tests/Unit/neg/Constraints.hs, 0.6525, True
Tests/Unit/neg/concat2.hs, 0.8909, True
Tests/Unit/neg/concat1.hs, 0.8577, True
Tests/Unit/neg/concat.hs, 0.8069, True
Tests/Unit/neg/CompareConstraints.hs, 0.8427, True
Tests/Unit/neg/Client.hs, 0.6245, True
Tests/Unit/neg/Class5.hs, 0.6269, True
Tests/Unit/neg/Class4.hs, 0.6564, True
Tests/Unit/neg/Class3.hs, 0.6800, True
Tests/Unit/neg/Class2.hs, 0.6920, True
Tests/Unit/neg/Class1.hs, 0.7620, True
Tests/Unit/neg/CastedTotality.hs, 0.6744, True
Tests/Unit/neg/Books.hs, 0.6752, True
Tests/Unit/neg/BigNum.hs, 0.6124, True
Tests/Unit/neg/Baz.hs, 0.6261, True
Tests/Unit/neg/BadNats.hs, 0.6165, True
Tests/Unit/neg/BadHMeas.hs, 0.6476, True
Tests/Unit/neg/AutoTerm1.hs, 0.6303, True
Tests/Unit/neg/AutoTerm.hs, 0.6120, True
Tests/Unit/neg/AutoSize.hs, 0.6393, True
Tests/Unit/neg/Ast.hs, 0.6240, True
Tests/Unit/neg/ass0.hs, 0.6188, True
Tests/Unit/neg/alias00.hs, 0.6387, True
Tests/Unit/neg/AbsApp.hs, 0.6238, True
Tests/Unit/crash/Unbound.hs, 0.5946, True
Tests/Unit/crash/typeAliasDup.hs, 0.6382, True
Tests/Unit/crash/T774.hs, 0.5801, True
Tests/Unit/crash/T773.hs, 0.5830, True
Tests/Unit/crash/T691.hs, 0.3548, True
Tests/Unit/crash/T649.hs, 0.6120, True
Tests/Unit/crash/RClass.hs, 0.5922, True
Tests/Unit/crash/Qualif.hs, 0.5998, True
Tests/Unit/crash/predparams.hs, 0.5520, True
Tests/Unit/crash/num-float-error1.hs, 0.5838, True
Tests/Unit/crash/num-float-error.hs, 0.5888, True
Tests/Unit/crash/MultipleRecordSelectors.hs, 0.5855, True
Tests/Unit/crash/Mismatch.hs, 0.5962, True
Tests/Unit/crash/LocalTermExpr.hs, 0.5952, True
Tests/Unit/crash/LocalHole.hs, 0.6021, True
Tests/Unit/crash/issue594.hs, 0.5779, True
Tests/Unit/crash/hole-crash3.hs, 0.5671, True
Tests/Unit/crash/hole-crash2.hs, 0.5205, True
Tests/Unit/crash/hole-crash1.hs, 0.5803, True
Tests/Unit/crash/HigherOrder.hs, 0.5844, True
Tests/Unit/crash/HaskellMeasure.hs, 0.5607, True
Tests/Unit/crash/FunRef2.hs, 0.5847, True
Tests/Unit/crash/FunRef1.hs, 0.5792, True
Tests/Unit/crash/funref.hs, 0.5884, True
Tests/Unit/crash/errmsg-mismatch.hs, 0.5766, True
Tests/Unit/crash/errmsg-dc-type.hs, 0.5677, True
Tests/Unit/crash/errmsg-dc-num.hs, 0.5659, True
Tests/Unit/crash/CyclicTypeAlias3.hs, 0.5078, True
Tests/Unit/crash/CyclicTypeAlias2.hs, 0.5148, True
Tests/Unit/crash/CyclicTypeAlias1.hs, 0.5148, True
Tests/Unit/crash/CyclicTypeAlias0.hs, 0.5223, True
Tests/Unit/crash/CyclicPredAlias3.hs, 0.5113, True
Tests/Unit/crash/CyclicPredAlias2.hs, 0.5128, True
Tests/Unit/crash/CyclicPredAlias1.hs, 0.5089, True
Tests/Unit/crash/CyclicPredAlias0.hs, 0.5073, True
Tests/Unit/crash/CyclicExprAlias3.hs, 0.5122, True
Tests/Unit/crash/CyclicExprAlias2.hs, 0.5128, True
Tests/Unit/crash/CyclicExprAlias1.hs, 0.5062, True
Tests/Unit/crash/CyclicExprAlias0.hs, 0.5074, True
Tests/Unit/crash/BadSyn4.hs, 0.5553, True
Tests/Unit/crash/BadSyn3.hs, 0.5419, True
Tests/Unit/crash/BadSyn2.hs, 0.5554, True
Tests/Unit/crash/BadSyn1.hs, 0.5602, True
Tests/Unit/crash/BadPragma2.hs, 0.3494, True
Tests/Unit/crash/BadPragma1.hs, 0.3666, True
Tests/Unit/crash/BadPragma0.hs, 0.3586, True
Tests/Unit/crash/BadExprArg.hs, 0.5457, True
Tests/Unit/crash/Ast.hs, 0.5923, True
Tests/Unit/crash/Assume1.hs, 0.5892, True
Tests/Unit/crash/Assume.hs, 0.5837, True
Tests/Unit/crash/AbsRef.hs, 0.5746, True
Tests/Unit/parser/pos/TokensAsPrefixes.hs, 0.6085, True
Tests/Unit/parser/pos/Parens.hs, 0.6222, True
Tests/Unit/error/crash/TerminationExpr1.hs, 0.5604, True
Tests/Unit/error/crash/TerminationExpr.hs, 0.5777, True
Tests/Unit/eq_pos/MonadicLawsMaybeAssoc.hs, 0.9843, True
Tests/Unit/eq_pos/MonadicLawsMaybe.hs, 4.8324, True
Tests/Unit/eq_pos/MonadicLaws.hs, 13.2178, True
Tests/Unit/eq_pos/MapAppend.hs, 0.0001, True
Tests/Unit/eq_pos/ConcatMap.hs, 14.5146, True
Tests/Unit/eq_pos/Arrow.hs, 0.5994, True
Tests/Unit/eq_pos/AppendVerbose.hs, 2.3457, True
Tests/Unit/eq_pos/AppendAxiom.hs, 0.9607, True
Tests/Unit/eq_pos/AppendArrow.hs, 43.9784, True
Tests/Unit/eq_neg/Fibonacci.hs, 0.6224, True
Tests/Unit/eq_neg/Append.hs, 1.8188, True
Tests/Benchmarks/text/Setup.lhs, 0.7203, True
Tests/Benchmarks/text/Data/Text.hs, 24.7914, True
Tests/Benchmarks/text/Data/Text/UnsafeChar.hs, 1.8419, True
Tests/Benchmarks/text/Data/Text/Unsafe.hs, 1.9587, True
Tests/Benchmarks/text/Data/Text/Search.hs, 8.3712, True
Tests/Benchmarks/text/Data/Text/Private.hs, 1.8085, True
Tests/Benchmarks/text/Data/Text/Lazy.hs, 31.9992, True
Tests/Benchmarks/text/Data/Text/Internal.hs, 4.7495, True
Tests/Benchmarks/text/Data/Text/Fusion.hs, 15.1573, True
Tests/Benchmarks/text/Data/Text/Foreign.hs, 2.6361, True
Tests/Benchmarks/text/Data/Text/Encoding.hs, 30.3751, True
Tests/Benchmarks/text/Data/Text/Array.hs, 1.5551, True
Tests/Benchmarks/text/Data/Text/Lazy/Search.hs, 33.7670, True
Tests/Benchmarks/text/Data/Text/Lazy/Internal.hs, 4.9158, True
Tests/Benchmarks/text/Data/Text/Lazy/Fusion.hs, 7.0889, True
Tests/Benchmarks/text/Data/Text/Lazy/Encoding.hs, 12.4071, True
Tests/Benchmarks/text/Data/Text/Lazy/Builder.hs, 9.4432, True
Tests/Benchmarks/text/Data/Text/Fusion/Size.hs, 1.4602, True
Tests/Benchmarks/bytestring/Data/ByteString.T.hs, 19.1581, True
Tests/Benchmarks/bytestring/Data/ByteString.hs, 16.0615, True
Tests/Benchmarks/bytestring/Data/ByteString/Unsafe.hs, 1.5465, True
Tests/Benchmarks/bytestring/Data/ByteString/LazyZip.hs, 6.5010, True
Tests/Benchmarks/bytestring/Data/ByteString/Lazy.hs, 20.4832, True
Tests/Benchmarks/bytestring/Data/ByteString/Internal.hs, 4.5426, True
Tests/Benchmarks/bytestring/Data/ByteString/Fusion.T.hs, 12.5639, True
Tests/Benchmarks/bytestring/Data/ByteString/Fusion.hs, 11.7046, True
Tests/Benchmarks/bytestring/Data/ByteString/Char8.hs, 6.1830, True
Tests/Benchmarks/bytestring/Data/ByteString/Lazy/Internal.hs, 1.3920, True
Tests/Benchmarks/bytestring/Data/ByteString/Lazy/Char8.hs, 9.1687, True
Tests/Benchmarks/esop/Toy.hs, 1.1509, True
Tests/Benchmarks/esop/Splay.hs, 4.0337, True
Tests/Benchmarks/esop/ListSort.hs, 3.3768, True
Tests/Benchmarks/esop/GhcListSort.hs, 4.0765, True
Tests/Benchmarks/esop/Fib.hs, 1.0284, True
Tests/Benchmarks/esop/Base.hs, 49.9716, True
Tests/Benchmarks/esop/Array.hs, 1.6389, True
Tests/Benchmarks/vect-algs/Setup.lhs, 0.6329, True
Tests/Benchmarks/vect-algs/Data/Vector/Algorithms/Termination.hs, 0.8825, True
Tests/Benchmarks/vect-algs/Data/Vector/Algorithms/Search.hs, 2.3156, True
Tests/Benchmarks/vect-algs/Data/Vector/Algorithms/Radix.hs, 2.0138, True
Tests/Benchmarks/vect-algs/Data/Vector/Algorithms/Optimal.hs, 6.3507, True
Tests/Benchmarks/vect-algs/Data/Vector/Algorithms/Merge.hs, 4.9140, True
Tests/Benchmarks/vect-algs/Data/Vector/Algorithms/Intro.hs, 3.9674, True
Tests/Benchmarks/vect-algs/Data/Vector/Algorithms/Insertion.hs, 1.2278, True
Tests/Benchmarks/vect-algs/Data/Vector/Algorithms/Heap.hs, 15.2761, True
Tests/Benchmarks/vect-algs/Data/Vector/Algorithms/Common.hs, 0.9141, True
Tests/Benchmarks/vect-algs/Data/Vector/Algorithms/Combinators.hs, 0.6193, True
Tests/Benchmarks/vect-algs/Data/Vector/Algorithms/AmericanFlag.hs, 7.0176, True
Tests/Benchmarks/hscolour/Setup.hs, 0.6242, True
Tests/Benchmarks/hscolour/Language/Haskell/HsColour.hs, 3.3719, True
Tests/Benchmarks/hscolour/Language/Haskell/HsColour/TTY.hs, 1.0581, True
Tests/Benchmarks/hscolour/Language/Haskell/HsColour/Output.hs, 0.7949, True
Tests/Benchmarks/hscolour/Language/Haskell/HsColour/Options.hs, 0.7196, True
Tests/Benchmarks/hscolour/Language/Haskell/HsColour/MIRC.hs, 1.6728, True
Tests/Benchmarks/hscolour/Language/Haskell/HsColour/LaTeX.hs, 9.1110, True
Tests/Benchmarks/hscolour/Language/Haskell/HsColour/InlineCSS.hs, 1.4893, True
Tests/Benchmarks/hscolour/Language/Haskell/HsColour/HTML.hs, 2.7513, True
Tests/Benchmarks/hscolour/Language/Haskell/HsColour/General.hs, 0.6841, True
Tests/Benchmarks/hscolour/Language/Haskell/HsColour/CSS.hs, 1.4136, True
Tests/Benchmarks/hscolour/Language/Haskell/HsColour/Colourise.hs, 2.3215, True
Tests/Benchmarks/hscolour/Language/Haskell/HsColour/ColourHighlight.hs, 1.9183, True
Tests/Benchmarks/hscolour/Language/Haskell/HsColour/ANSI.hs, 1.5106, True
Tests/Benchmarks/icfp_pos/WhileTest.hs, 0.8101, True
Tests/Benchmarks/icfp_pos/WhileM.hs, 0.8733, True
Tests/Benchmarks/icfp_pos/TwiceM.hs, 5.3682, True
Tests/Benchmarks/icfp_pos/TestM.hs, 0.6554, True
Tests/Benchmarks/icfp_pos/RIO2.hs, 13.2084, True
Tests/Benchmarks/icfp_pos/Privileges.hs, 0.6747, True
Tests/Benchmarks/icfp_pos/Overview.lhs, 38.5441, True
Tests/Benchmarks/icfp_pos/Incr.hs, 1.1540, True
Tests/Benchmarks/icfp_pos/Incr-elim.hs, 0.7789, True
Tests/Benchmarks/icfp_pos/IfM2.hs, 2.0123, True
Tests/Benchmarks/icfp_pos/IfM.hs, 22.5108, True
Tests/Benchmarks/icfp_pos/ICFP15.lhs, 1.2012, True
Tests/Benchmarks/icfp_pos/FoldAbs.hs, 7.0061, True
Tests/Benchmarks/icfp_pos/FindRec.hs, 27.9298, True
Tests/Benchmarks/icfp_pos/Filter.lhs, 0.9245, True
Tests/Benchmarks/icfp_pos/dropwhile.hs, 0.7651, True
Tests/Benchmarks/icfp_pos/DBMovies.hs, 2.4499, True
Tests/Benchmarks/icfp_pos/CopyRec.hs, 12.9863, True
Tests/Benchmarks/icfp_pos/Composition.hs, 0.6894, True
Tests/Benchmarks/icfp_pos/CompareConstraints.hs, 0.9217, True
Tests/Benchmarks/icfp_pos/Append.hs, 0.9393, True
Tests/Benchmarks/icfp_neg/WhileM.hs, 0.9347, True
Tests/Benchmarks/icfp_neg/TwiceM.hs, 27.9347, True
Tests/Benchmarks/icfp_neg/TestM.hs, 0.6552, True
Tests/Benchmarks/icfp_neg/Records.hs, 0.7400, True
Tests/Benchmarks/icfp_neg/IfM.hs, 4.3140, True
Tests/Benchmarks/icfp_neg/DBMovies.hs, 2.2282, True
Tests/Benchmarks/icfp_neg/Composition.hs, 0.7277, True
Tests/Benchmarks/popl17_pos/Unification.hs, 20.6356, True
Tests/Benchmarks/popl17_pos/Solver.hs, 5.0896, True
Tests/Benchmarks/popl17_pos/ProofCombinators.hs, 0.7115, True
Tests/Benchmarks/popl17_pos/Peano.hs, 0.9756, True
Tests/Benchmarks/popl17_pos/Overview.hs, 0.9586, True
Tests/Benchmarks/popl17_pos/NormalForm.hs, 0.7033, True
Tests/Benchmarks/popl17_pos/MonoidMaybe.hs, 0.8160, True
Tests/Benchmarks/popl17_pos/MonoidList.hs, 0.8967, True
Tests/Benchmarks/popl17_pos/MonadReader.hs, 2.5927, True
Tests/Benchmarks/popl17_pos/MonadMaybe.hs, 0.8433, True
Tests/Benchmarks/popl17_pos/MonadList.hs, 1.2925, True
Tests/Benchmarks/popl17_pos/MonadId.hs, 0.7457, True
Tests/Benchmarks/popl17_pos/MapFusion.hs, 0.9473, True
Tests/Benchmarks/popl17_pos/FunctorReader.NoExtensionality.hs, 1.0916, True
Tests/Benchmarks/popl17_pos/FunctorReader.hs, 1.1892, True
Tests/Benchmarks/popl17_pos/FunctorMaybe.hs, 0.8372, True
Tests/Benchmarks/popl17_pos/FunctorList.hs, 1.1484, True
Tests/Benchmarks/popl17_pos/FunctorId.hs, 0.7441, True
Tests/Benchmarks/popl17_pos/FunctionEquality101.hs, 0.7096, True
Tests/Benchmarks/popl17_pos/FunctionEquality101.Extensionality.hs, 0.6818, True
Tests/Benchmarks/popl17_pos/FoldrUniversal.hs, 12.3295, True
Tests/Benchmarks/popl17_pos/Fibonacci.hs, 5.7607, True
Tests/Benchmarks/popl17_pos/Compose.hs, 0.6974, True
Tests/Benchmarks/popl17_pos/BasicLambdas0.hs, 0.6768, True
Tests/Benchmarks/popl17_pos/BasicLambdas.hs, 0.6728, True
Tests/Benchmarks/popl17_pos/ApplicativeReader.hs, 1.4340, True
Tests/Benchmarks/popl17_pos/ApplicativeMaybe.hs, 2.1722, True
Tests/Benchmarks/popl17_pos/ApplicativeId.hs, 0.8894, True
Tests/Benchmarks/popl17_pos/Append.hs, 1.1234, True
Tests/Benchmarks/popl17_pos/AlphaEquivalence.hs, 0.6994, True
Tests/Benchmarks/popl17_pos/Ackermann.hs, 4.7986, True
Tests/Benchmarks/popl17_neg/MonadReader.hs, 2.3943, True
Tests/Benchmarks/popl17_neg/MonadMaybe.hs, 0.7914, True
Tests/Benchmarks/popl17_neg/MonadList.hs, 3.4457, True
Tests/Benchmarks/popl17_neg/MapFusion.hs, 1.1011, True
Tests/Benchmarks/popl17_neg/FunctorMaybe.hs, 0.9673, True
Tests/Benchmarks/popl17_neg/FunctorList.hs, 1.1872, True
Tests/Benchmarks/popl17_neg/Fibonacci.hs, 5.2767, True
Tests/Benchmarks/popl17_neg/BasicLambdas.hs, 0.6107, True
Tests/Benchmarks/popl17_neg/ApplicativeMaybe.hs, 2.0555, True
Tests/Benchmarks/popl17_neg/Append.hs, 1.8036, True
Tests/Benchmarks/popl17_neg/Ackermann.hs, 14.9185, True
